ID_Funcionario;Nome;Departamento;Cargo;Salario;Data_Admissao;Genero;Idade;Estado_Civil;Status;Ano_Admissao;Mes_Admissao;Dia_Admissao;Trimestre_Admissao;Tempo_Casa_Anos;Faixa_Tempo_Casa
194;Enzo das Neves;Logística;Técnico;7686.01;2024-10-02;F;30;Solteiro;Inativo;2024;10;2;4;1.6;1 a 3 anos
195;Kaique Ramos;Financeiro;Gerente;12459.69;2024-11-24;M;27;Solteiro;Inativo;2024;11;24;4;1.5;1 a 3 anos
196;Anthony Ferreira;Logística;Gerente;4996.47;2022-02-20;F;40;Divorciado;Inativo;2022;2;20;1;4.2;3 a 5 anos
197;Maitê Gomes;TI;Assistente;2926.46;2019-11-09;M;20;Solteiro;Ativo;2019;11;9;4;6.5;Mais de 5 anos
198;Dra. Maria Alice Pires;Logística;Assistente;10085.14;2022-11-19;M;19;Solteiro;Ativo;2022;11;19;4;3.5;3 a 5 anos
199;Alice Gonçalves;Vendas;Coordenador;14561.17;2021-05-11;M;29;Casado;Ativo;2021;5;11;2;5.0;Mais de 5 anos
200;Sra. Bárbara Correia;Produção;Assistente;2248.04;2020-03-24;M;30;Solteiro;Inativo;2020;3;24;1;6.1;Mais de 5 anos
201;Diego Nunes;Produção;Analista;13768.79;2025-03-13;M;18;Solteiro;Inativo;2025;3;13;1;1.2;1 a 3 anos
202;Eloah Almeida;RH;Coordenador;7814.48;2020-04-13;F;22;Divorciado;Ativo;2020;4;13;2;6.1;Mais de 5 anos
203;Isabelly Lopes;Vendas;Assistente;5096.17;2022-02-21;M;55;Viúvo;Ativo;2022;2;21;1;4.2;3 a 5 anos
204;Isis Cavalcanti;Financeiro;Assistente;6711.24;2019-05-23;F;45;Casado;Inativo;2019;5;23;2;7.0;Mais de 5 anos
205;Thales Fogaça;Produção;Gerente;6475.29;2020-03-20;F;32;Divorciado;Ativo;2020;3;20;1;6.1;Mais de 5 anos
206;Sabrina Freitas;TI;Assistente;11009.86;2024-10-04;F;63;Casado;Inativo;2024;10;4;4;1.6;1 a 3 anos
207;Srta. Maria Ramos;Logística;Assistente;6514.93;2022-04-21;M;53;Casado;Inativo;2022;4;21;2;4.1;3 a 5 anos
208;Ana Luiza Caldeira;Logística;Assistente;4242.43;2022-01-26;M;63;Divorciado;Inativo;2022;1;26;1;4.3;3 a 5 anos
209;Matheus Silva;Logística;Coordenador;14238.87;2023-04-16;F;58;Divorciado;Inativo;2023;4;16;2;3.1;3 a 5 anos
210;Dr. Lorenzo Melo;Logística;Gerente;8282.04;2016-09-21;F;42;Solteiro;Inativo;2016;9;21;3;9.6;Mais de 5 anos
211;Ana Clara da Paz;RH;Técnico;6096.02;2019-06-25;M;18;Divorciado;Inativo;2019;6;25;2;6.9;Mais de 5 anos
212;Marcela Nunes;Vendas;Gerente;2328.5;2024-11-13;F;23;Divorciado;Ativo;2024;11;13;4;1.5;1 a 3 anos
213;Maysa Moura;Produção;Assistente;14302.43;2021-04-24;F;37;Solteiro;Ativo;2021;4;24;2;5.0;Mais de 5 anos
214;Sra. Joana Azevedo;TI;Assistente;10368.29;2017-02-17;F;21;Solteiro;Ativo;2017;2;17;1;9.2;Mais de 5 anos
215;Amanda da Paz;TI;Analista;4007.65;2016-10-21;M;43;Divorciado;Inativo;2016;10;21;4;9.5;Mais de 5 anos
216;Fernando Carvalho;Logística;Gerente;10726.08;2025-05-17;M;53;Viúvo;Ativo;2025;5;17;2;1.0;1 a 3 anos
217;Yago Farias;Produção;Analista;11439.23;2018-12-09;M;41;Divorciado;Inativo;2018;12;9;4;7.4;Mais de 5 anos
218;Laís Aragão;TI;Técnico;12537.3;2015-12-05;M;57;Divorciado;Inativo;2015;12;5;4;10.4;Mais de 5 anos
219;Cauã Ramos;Financeiro;Técnico;14918.19;2024-06-30;F;63;Casado;Inativo;2024;6;30;2;1.9;1 a 3 anos
220;Raul da Cunha;Logística;Coordenador;12500.4;2020-07-01;M;63;Divorciado;Inativo;2020;7;1;3;5.9;Mais de 5 anos
221;Maitê da Luz;Vendas;Analista;3258.67;2023-07-01;F;22;Viúvo;Inativo;2023;7;1;3;2.9;1 a 3 anos
222;Sra. Marina da Mota;Produção;Gerente;13608.9;2019-05-31;F;31;Viúvo;Ativo;2019;5;31;2;6.9;Mais de 5 anos
223;Larissa Barbosa;Vendas;Coordenador;13272.21;2024-08-07;M;37;Solteiro;Inativo;2024;8;7;3;1.8;1 a 3 anos
224;Júlia Duarte;Logística;Assistente;6883.51;2021-11-22;F;33;Solteiro;Ativo;2021;11;22;4;4.5;3 a 5 anos
225;Davi Lucas Rodrigues;Financeiro;Coordenador;7893.36;2023-04-03;F;23;Solteiro;Ativo;2023;4;3;2;3.1;3 a 5 anos
226;Mirella Cavalcanti;Financeiro;Assistente;5820.53;2022-05-10;F;36;Solteiro;Inativo;2022;5;10;2;4.0;3 a 5 anos
227;Maria Cecília Farias;Vendas;Coordenador;11589.7;2023-01-06;M;48;Casado;Inativo;2023;1;6;1;3.3;3 a 5 anos
228;Heitor Azevedo;TI;Analista;6011.62;2020-07-14;F;65;Casado;Inativo;2020;7;14;3;5.8;Mais de 5 anos
229;Gabriel Lima;Produção;Assistente;8170.78;2024-02-22;F;37;Divorciado;Ativo;2024;2;22;1;2.2;1 a 3 anos
230;Mariana Lima;Produção;Coordenador;13263.95;2017-10-29;F;47;Viúvo;Ativo;2017;10;29;4;8.5;Mais de 5 anos
231;Maria Julia Dias;Produção;Gerente;14782.61;2024-08-25;F;29;Viúvo;Ativo;2024;8;25;3;1.7;1 a 3 anos
232;Ana Júlia Melo;Vendas;Gerente;11141.24;2016-08-30;F;30;Divorciado;Ativo;2016;8;30;3;9.7;Mais de 5 anos
233;Guilherme Rocha;Vendas;Gerente;9095.18;2023-03-23;M;18;Casado;Ativo;2023;3;23;1;3.1;3 a 5 anos
234;Clara Cunha;Logística;Técnico;11135.83;2022-03-08;F;64;Divorciado;Ativo;2022;3;8;1;4.2;3 a 5 anos
235;Srta. Laura Correia;RH;Assistente;12592.75;2023-05-26;F;37;Solteiro;Inativo;2023;5;26;2;3.0;3 a 5 anos
236;Joaquim da Paz;TI;Técnico;2013.79;2021-12-11;M;49;Viúvo;Ativo;2021;12;11;4;4.4;3 a 5 anos
237;Bernardo Souza;Vendas;Coordenador;9866.62;2018-07-21;F;32;Divorciado;Ativo;2018;7;21;3;7.8;Mais de 5 anos
238;Sra. Marina Novaes;RH;Gerente;5987.51;2017-12-08;F;37;Solteiro;Ativo;2017;12;8;4;8.4;Mais de 5 anos
239;Yasmin Pinto;Logística;Analista;8200.68;2015-12-13;M;61;Viúvo;Ativo;2015;12;13;4;10.4;Mais de 5 anos
240;Sr. Luiz Gustavo Novaes;Financeiro;Técnico;12475.64;2025-05-15;M;21;Solteiro;Ativo;2025;5;15;2;1.0;1 a 3 anos
241;Sophie Vieira;RH;Técnico;14605.64;2018-05-23;F;23;Solteiro;Ativo;2018;5;23;2;8.0;Mais de 5 anos
242;Maria Fernanda Rocha;Logística;Gerente;5303.66;2016-04-09;M;65;Divorciado;Inativo;2016;4;9;2;10.1;Mais de 5 anos
243;João Miguel Ribeiro;TI;Coordenador;6180.75;2023-06-15;F;44;Divorciado;Ativo;2023;6;15;2;2.9;1 a 3 anos
244;Srta. Joana da Cunha;TI;Assistente;2889.88;2018-10-06;F;25;Casado;Ativo;2018;10;6;4;7.6;Mais de 5 anos
245;Ana Beatriz Carvalho;Financeiro;Técnico;7419.92;2017-07-16;M;56;Divorciado;Ativo;2017;7;16;3;8.8;Mais de 5 anos
246;Evelyn da Cruz;Vendas;Técnico;5938.19;2018-04-04;F;49;Divorciado;Inativo;2018;4;4;2;8.1;Mais de 5 anos
247;Rodrigo Caldeira;Logística;Assistente;2742.71;2022-08-16;F;25;Divorciado;Inativo;2022;8;16;3;3.7;3 a 5 anos
248;Ian Pereira;TI;Gerente;2395.32;2019-05-10;M;55;Divorciado;Ativo;2019;5;10;2;7.0;Mais de 5 anos
249;Davi Luiz Viana;TI;Analista;3812.72;2017-01-27;M;62;Divorciado;Inativo;2017;1;27;1;9.3;Mais de 5 anos
250;Matheus Nunes;Financeiro;Analista;12349.5;2022-11-10;F;24;Viúvo;Ativo;2022;11;10;4;3.5;3 a 5 anos
251;Lorenzo Sales;Financeiro;Gerente;11537.39;2022-08-13;M;40;Viúvo;Ativo;2022;8;13;3;3.7;3 a 5 anos
252;Rafael Cardoso;Produção;Assistente;6054.62;2022-01-12;M;44;Viúvo;Inativo;2022;1;12;1;4.3;3 a 5 anos
253;Srta. Mariana Cardoso;Vendas;Técnico;13324.23;2021-06-09;M;23;Divorciado;Ativo;2021;6;9;2;4.9;3 a 5 anos
254;Lucas Gabriel Azevedo;Logística;Técnico;7260.85;2023-03-05;F;46;Divorciado;Inativo;2023;3;5;1;3.2;3 a 5 anos
255;Ana Sophia Nogueira;RH;Coordenador;11790.01;2024-08-27;F;24;Viúvo;Inativo;2024;8;27;3;1.7;1 a 3 anos
256;Rodrigo da Costa;Financeiro;Técnico;6806.84;2024-09-17;F;38;Casado;Inativo;2024;9;17;3;1.6;1 a 3 anos
257;Ana Dias;RH;Coordenador;5649.55;2021-10-09;F;34;Casado;Ativo;2021;10;9;4;4.6;3 a 5 anos
258;Sr. Thales Ferreira;Vendas;Gerente;9749.29;2016-02-22;M;20;Divorciado;Inativo;2016;2;22;1;10.2;Mais de 5 anos
259;João Miguel Santos;RH;Analista;10236.2;2024-10-18;M;46;Viúvo;Inativo;2024;10;18;4;1.6;1 a 3 anos
260;Maria Julia Alves;Produção;Coordenador;8100.0;2023-11-25;M;55;Casado;Ativo;2023;11;25;4;2.5;1 a 3 anos
261;Sarah da Mota;RH;Analista;6452.88;2023-09-10;M;65;Casado;Ativo;2023;9;10;3;2.7;1 a 3 anos
262;Isabelly da Conceição;Logística;Assistente;13707.53;2015-12-14;M;62;Solteiro;Inativo;2015;12;14;4;10.4;Mais de 5 anos
263;Dra. Maitê Gonçalves;Produção;Assistente;3932.61;2024-06-04;F;52;Divorciado;Ativo;2024;6;4;2;1.9;1 a 3 anos
264;Henrique Ramos;Financeiro;Analista;6093.24;2024-04-06;M;42;Divorciado;Inativo;2024;4;6;2;2.1;1 a 3 anos
265;Sr. Marcos Vinicius Azevedo;Vendas;Assistente;9756.53;2017-12-11;F;57;Casado;Ativo;2017;12;11;4;8.4;Mais de 5 anos
266;Emanuelly Santos;RH;Analista;7278.69;2020-01-07;M;39;Solteiro;Ativo;2020;1;7;1;6.3;Mais de 5 anos
267;Daniel Dias;Produção;Gerente;5567.84;2018-06-25;M;43;Viúvo;Ativo;2018;6;25;2;7.9;Mais de 5 anos
268;Lorena Pereira;TI;Analista;14641.36;2025-06-15;M;27;Divorciado;Ativo;2025;6;15;2;0.9;Menos de 1 ano
269;Ana Vitória Pires;RH;Técnico;7808.93;2017-01-02;M;50;Divorciado;Ativo;2017;1;2;1;9.3;Mais de 5 anos
270;Gabriela Alves;Produção;Analista;12211.27;2019-01-07;M;48;Divorciado;Ativo;2019;1;7;1;7.3;Mais de 5 anos
271;João Lucas Monteiro;TI;Assistente;5581.75;2022-01-31;F;53;Casado;Inativo;2022;1;31;1;4.3;3 a 5 anos
272;Helena Novaes;Produção;Técnico;10223.23;2019-12-21;M;40;Casado;Ativo;2019;12;21;4;6.4;Mais de 5 anos
273;Ian Sales;Logística;Gerente;7637.83;2024-02-02;F;34;Viúvo;Inativo;2024;2;2;1;2.3;1 a 3 anos
274;Ana Clara Peixoto;TI;Gerente;7301.14;2019-11-16;M;46;Casado;Ativo;2019;11;16;4;6.5;Mais de 5 anos
275;João Vitor da Conceição;Financeiro;Gerente;5160.25;2017-12-26;M;29;Solteiro;Inativo;2017;12;26;4;8.4;Mais de 5 anos
276;Dr. Marcos Vinicius Moraes;Vendas;Assistente;14836.14;2023-07-28;F;23;Divorciado;Ativo;2023;7;28;3;2.8;1 a 3 anos
277;Srta. Milena da Rocha;Produção;Gerente;7196.01;2025-06-05;F;25;Solteiro;Ativo;2025;6;5;2;0.9;Menos de 1 ano
278;João Miguel Aragão;TI;Técnico;5652.06;2022-10-04;F;58;Viúvo;Inativo;2022;10;4;4;3.6;3 a 5 anos
279;Dr. Davi Lucas Cardoso;Produção;Gerente;14899.72;2022-11-23;M;45;Divorciado;Inativo;2022;11;23;4;3.5;3 a 5 anos
280;Sra. Clarice Campos;RH;Assistente;4036.18;2025-07-06;F;60;Divorciado;Ativo;2025;7;6;3;0.8;Menos de 1 ano
281;Arthur Rodrigues;TI;Coordenador;7191.1;2020-04-30;M;29;Solteiro;Inativo;2020;4;30;2;6.0;Mais de 5 anos
282;Calebe Nunes;Logística;Assistente;11435.01;2020-03-15;M;60;Solteiro;Ativo;2020;3;15;1;6.2;Mais de 5 anos
283;Samuel Rodrigues;Produção;Gerente;6349.11;2021-02-26;F;26;Divorciado;Inativo;2021;2;26;1;5.2;Mais de 5 anos
284;Luigi Duarte;Produção;Gerente;14565.16;2022-07-15;F;40;Viúvo;Ativo;2022;7;15;3;3.8;3 a 5 anos
285;Marina Nogueira;Produção;Técnico;7214.06;2022-11-15;M;47;Divorciado;Ativo;2022;11;15;4;3.5;3 a 5 anos
286;Melissa Dias;TI;Analista;2348.94;2023-06-29;F;44;Casado;Inativo;2023;6;29;2;2.9;1 a 3 anos
287;Carlos Eduardo Jesus;Logística;Assistente;11209.82;2018-12-16;M;50;Casado;Ativo;2018;12;16;4;7.4;Mais de 5 anos
288;Calebe Dias;TI;Analista;8782.88;2020-12-30;F;58;Solteiro;Ativo;2020;12;30;4;5.4;Mais de 5 anos
289;Luigi da Costa;Vendas;Analista;11895.89;2020-03-09;M;43;Divorciado;Ativo;2020;3;9;1;6.2;Mais de 5 anos
290;Joana Pinto;Logística;Coordenador;10047.87;2025-08-21;F;39;Casado;Ativo;2025;8;21;3;0.7;Menos de 1 ano
291;Dra. Isis Lopes;RH;Coordenador;11550.46;2023-04-03;M;25;Divorciado;Inativo;2023;4;3;2;3.1;3 a 5 anos
292;Anthony Novaes;TI;Analista;7603.57;2022-04-14;F;18;Viúvo;Ativo;2022;4;14;2;4.1;3 a 5 anos
293;Dr. Bruno da Cunha;TI;Técnico;11386.4;2022-07-26;M;26;Viúvo;Inativo;2022;7;26;3;3.8;3 a 5 anos
294;Elisa da Mota;RH;Assistente;14228.11;2023-08-07;M;32;Divorciado;Inativo;2023;8;7;3;2.8;1 a 3 anos
295;Kamilly Moraes;TI;Assistente;12167.79;2025-07-27;F;57;Casado;Ativo;2025;7;27;3;0.8;Menos de 1 ano
296;Pedro Miguel Caldeira;Logística;Coordenador;3870.95;2019-10-01;F;58;Viúvo;Ativo;2019;10;1;4;6.6;Mais de 5 anos
297;Augusto Santos;TI;Gerente;8237.8;2021-08-26;M;45;Divorciado;Inativo;2021;8;26;3;4.7;3 a 5 anos
298;Alexia Moraes;Financeiro;Gerente;7953.2;2016-04-23;M;34;Viúvo;Inativo;2016;4;23;2;10.0;Mais de 5 anos
299;Alice Melo;Logística;Gerente;14062.44;2021-12-24;M;28;Divorciado;Ativo;2021;12;24;4;4.4;3 a 5 anos
300;Maria Cecília Almeida;Financeiro;Analista;12350.41;2018-01-03;M;56;Solteiro;Ativo;2018;1;3;1;8.3;Mais de 5 anos
301;Matheus Barbosa;Produção;Assistente;8977.74;2020-01-26;M;44;Solteiro;Inativo;2020;1;26;1;6.3;Mais de 5 anos
302;Rodrigo da Mata;RH;Analista;12426.7;2024-06-01;F;29;Viúvo;Ativo;2024;6;1;2;1.9;1 a 3 anos
303;Thales Campos;TI;Assistente;10572.14;2022-12-30;F;57;Divorciado;Inativo;2022;12;30;4;3.4;3 a 5 anos
304;Sr. Nicolas Ramos;Financeiro;Analista;3506.9;2024-11-07;M;46;Viúvo;Ativo;2024;11;7;4;1.5;1 a 3 anos
305;Ana Julia Ribeiro;Produção;Coordenador;4056.8;2020-06-13;F;61;Viúvo;Ativo;2020;6;13;2;5.9;Mais de 5 anos
306;Evelyn Rocha;Logística;Analista;10407.39;2021-07-06;F;59;Solteiro;Inativo;2021;7;6;3;4.8;3 a 5 anos
307;Diogo Souza;RH;Gerente;14332.37;2020-11-15;M;51;Solteiro;Ativo;2020;11;15;4;5.5;Mais de 5 anos
308;Manuela Barbosa;TI;Gerente;7015.91;2017-06-21;M;43;Casado;Ativo;2017;6;21;2;8.9;Mais de 5 anos
309;Sra. Olivia Correia;Vendas;Coordenador;12793.84;2021-03-14;F;50;Casado;Inativo;2021;3;14;1;5.2;Mais de 5 anos
310;Sofia Moreira;Financeiro;Coordenador;3542.86;2015-10-28;M;22;Divorciado;Inativo;2015;10;28;4;10.5;Mais de 5 anos
311;Rafael Souza;Produção;Coordenador;5928.84;2025-01-23;F;43;Viúvo;Inativo;2025;1;23;1;1.3;1 a 3 anos
312;Bruna Pereira;Vendas;Assistente;6647.96;2023-10-17;M;18;Divorciado;Inativo;2023;10;17;4;2.6;1 a 3 anos
313;Miguel Santos;Produção;Gerente;7732.66;2016-09-25;M;21;Divorciado;Inativo;2016;9;25;3;9.6;Mais de 5 anos
314;Manuela Viana;RH;Analista;8804.48;2020-10-02;M;29;Viúvo;Ativo;2020;10;2;4;5.6;Mais de 5 anos
315;Maria Fernanda Barbosa;Vendas;Assistente;4237.36;2018-08-28;M;57;Casado;Ativo;2018;8;28;3;7.7;Mais de 5 anos
316;Evelyn Castro;RH;Coordenador;14898.42;2016-11-09;F;46;Divorciado;Inativo;2016;11;9;4;9.5;Mais de 5 anos
317;Guilherme Costa;Financeiro;Coordenador;13212.94;2022-06-24;F;65;Divorciado;Inativo;2022;6;24;2;3.9;3 a 5 anos
318;Alícia Cavalcanti;Produção;Técnico;2741.86;2023-06-12;M;41;Casado;Inativo;2023;6;12;2;2.9;1 a 3 anos
319;Erick Moraes;TI;Assistente;10575.65;2016-12-02;M;25;Divorciado;Ativo;2016;12;2;4;9.4;Mais de 5 anos
320;Srta. Alana Carvalho;Logística;Analista;13137.26;2018-07-31;F;30;Viúvo;Inativo;2018;7;31;3;7.8;Mais de 5 anos
321;Alice Ferreira;RH;Assistente;3144.71;2022-09-04;F;52;Casado;Ativo;2022;9;4;3;3.7;3 a 5 anos
322;Sr. Isaac Silva;Financeiro;Coordenador;5780.46;2019-04-13;M;22;Solteiro;Ativo;2019;4;13;2;7.1;Mais de 5 anos
323;Ana Clara Dias;RH;Coordenador;8776.59;2025-05-18;M;53;Divorciado;Ativo;2025;5;18;2;1.0;1 a 3 anos
324;Antônio Oliveira;TI;Gerente;5273.24;2018-08-22;M;33;Solteiro;Ativo;2018;8;22;3;7.7;Mais de 5 anos
325;Maria Eduarda Cunha;Vendas;Assistente;14413.19;2018-05-04;F;47;Divorciado;Inativo;2018;5;4;2;8.0;Mais de 5 anos
326;Lívia Pires;RH;Coordenador;14099.03;2021-07-11;F;34;Divorciado;Inativo;2021;7;11;3;4.8;3 a 5 anos
327;Dra. Maria Fernanda Caldeira;Vendas;Coordenador;7173.36;2015-12-19;F;29;Solteiro;Ativo;2015;12;19;4;10.4;Mais de 5 anos
328;Sr. Lorenzo da Mata;Vendas;Assistente;7379.98;2020-08-25;F;31;Viúvo;Ativo;2020;8;25;3;5.7;Mais de 5 anos
329;Ana Laura Ribeiro;Produção;Coordenador;6279.25;2023-01-18;M;59;Casado;Ativo;2023;1;18;1;3.3;3 a 5 anos
330;Sr. Vitor Correia;Financeiro;Assistente;9494.91;2024-08-18;F;60;Viúvo;Inativo;2024;8;18;3;1.7;1 a 3 anos
331;Luiz Henrique Aragão;Financeiro;Gerente;12507.89;2024-01-02;M;40;Divorciado;Ativo;2024;1;2;1;2.4;1 a 3 anos
332;Maria Fernanda Ramos;TI;Analista;4759.22;2018-06-25;M;42;Solteiro;Ativo;2018;6;25;2;7.9;Mais de 5 anos
333;Bryan Barros;Logística;Gerente;8408.72;2021-06-04;F;50;Casado;Inativo;2021;6;4;2;4.9;3 a 5 anos
334;Ana Julia Mendes;Financeiro;Analista;9445.73;2024-06-28;M;63;Viúvo;Inativo;2024;6;28;2;1.9;1 a 3 anos
335;Renan Cunha;Financeiro;Técnico;11633.36;2025-03-15;F;33;Casado;Ativo;2025;3;15;1;1.2;1 a 3 anos
336;Maria Castro;Vendas;Gerente;2592.53;2018-10-24;M;54;Divorciado;Ativo;2018;10;24;4;7.5;Mais de 5 anos
337;Pedro Lucas Cardoso;Vendas;Assistente;5568.23;2020-02-17;M;38;Divorciado;Inativo;2020;2;17;1;6.2;Mais de 5 anos
338;Dr. Calebe Costa;Vendas;Assistente;2258.91;2017-12-27;M;39;Divorciado;Ativo;2017;12;27;4;8.4;Mais de 5 anos
339;Erick Rezende;Logística;Analista;4429.05;2024-04-02;F;55;Solteiro;Inativo;2024;4;2;2;2.1;1 a 3 anos
340;Thomas da Paz;Logística;Coordenador;7846.25;2021-06-22;M;42;Casado;Inativo;2021;6;22;2;4.9;3 a 5 anos
341;Gabriela Novaes;Produção;Coordenador;5041.23;2018-01-24;F;27;Divorciado;Inativo;2018;1;24;1;8.3;Mais de 5 anos
342;Esther Moreira;Vendas;Analista;14578.56;2020-01-29;F;37;Divorciado;Inativo;2020;1;29;1;6.3;Mais de 5 anos
343;Mirella Porto;Produção;Assistente;13280.53;2016-09-16;M;25;Divorciado;Inativo;2016;9;16;3;9.6;Mais de 5 anos
344;Bianca Farias;Financeiro;Coordenador;8631.59;2018-10-04;M;56;Solteiro;Inativo;2018;10;4;4;7.6;Mais de 5 anos
345;Natália Costela;Produção;Analista;3248.37;2021-09-09;M;45;Divorciado;Inativo;2021;9;9;3;4.7;3 a 5 anos
346;Otávio Duarte;Vendas;Analista;11987.25;2024-01-13;F;58;Divorciado;Inativo;2024;1;13;1;2.3;1 a 3 anos
347;Ana Julia Campos;Financeiro;Técnico;4427.1;2025-03-23;M;26;Casado;Inativo;2025;3;23;1;1.1;1 a 3 anos
348;Clara da Conceição;Financeiro;Coordenador;14923.61;2023-07-11;F;51;Solteiro;Inativo;2023;7;11;3;2.8;1 a 3 anos
349;Ana Julia Sales;Logística;Técnico;8426.6;2025-04-29;M;51;Viúvo;Inativo;2025;4;29;2;1.0;1 a 3 anos
350;Bryan Teixeira;Produção;Coordenador;13969.86;2018-06-19;M;59;Solteiro;Ativo;2018;6;19;2;7.9;Mais de 5 anos
351;Lucas Barbosa;TI;Assistente;12341.75;2025-04-14;M;45;Solteiro;Ativo;2025;4;14;2;1.1;1 a 3 anos
352;Lívia Farias;Produção;Coordenador;7846.46;2019-04-24;F;22;Casado;Ativo;2019;4;24;2;7.0;Mais de 5 anos
353;Carolina Jesus;Produção;Técnico;4879.13;2022-08-27;M;46;Viúvo;Ativo;2022;8;27;3;3.7;3 a 5 anos
354;Sra. Brenda Martins;Financeiro;Coordenador;3223.41;2020-01-31;F;52;Divorciado;Inativo;2020;1;31;1;6.3;Mais de 5 anos
355;Sophia Pinto;Vendas;Assistente;13521.17;2016-05-07;M;32;Viúvo;Inativo;2016;5;7;2;10.0;Mais de 5 anos
356;Maria Sophia Nascimento;RH;Assistente;13705.94;2017-10-02;F;40;Viúvo;Inativo;2017;10;2;4;8.6;Mais de 5 anos
357;Lavínia da Costa;Financeiro;Analista;10364.85;2017-04-03;M;45;Solteiro;Inativo;2017;4;3;2;9.1;Mais de 5 anos
358;João Pedro Souza;RH;Analista;13885.41;2018-12-19;M;54;Casado;Ativo;2018;12;19;4;7.4;Mais de 5 anos
359;Sr. Augusto Jesus;Financeiro;Assistente;6380.41;2020-03-04;F;28;Casado;Inativo;2020;3;4;1;6.2;Mais de 5 anos
360;Fernanda Castro;TI;Analista;10803.55;2017-01-07;F;31;Viúvo;Inativo;2017;1;7;1;9.3;Mais de 5 anos
361;Gustavo da Cruz;Financeiro;Analista;6079.93;2017-03-15;M;32;Viúvo;Ativo;2017;3;15;1;9.2;Mais de 5 anos
362;Luiz Fernando Sales;TI;Analista;12489.05;2024-08-18;F;61;Viúvo;Inativo;2024;8;18;3;1.7;1 a 3 anos
363;Maria Clara Lopes;RH;Assistente;14547.69;2016-02-23;F;59;Casado;Ativo;2016;2;23;1;10.2;Mais de 5 anos
364;Isabelly Monteiro;Logística;Coordenador;5506.18;2024-09-14;F;64;Viúvo;Ativo;2024;9;14;3;1.7;1 a 3 anos
365;Dra. Camila Gomes;RH;Assistente;6992.66;2016-07-29;M;29;Casado;Ativo;2016;7;29;3;9.8;Mais de 5 anos
366;Dr. João Vitor Correia;TI;Técnico;5671.94;2021-02-01;F;54;Casado;Inativo;2021;2;1;1;5.3;Mais de 5 anos
367;Milena Barbosa;RH;Assistente;4202.08;2024-07-30;F;30;Solteiro;Ativo;2024;7;30;3;1.8;1 a 3 anos
368;Nathan Rocha;Produção;Gerente;11079.15;2022-01-11;M;35;Viúvo;Ativo;2022;1;11;1;4.3;3 a 5 anos
369;Maria Alice Fogaça;TI;Assistente;12027.74;2019-06-09;F;23;Solteiro;Inativo;2019;6;9;2;6.9;Mais de 5 anos
370;Juan da Luz;Vendas;Analista;10276.78;2022-03-27;F;25;Divorciado;Ativo;2022;3;27;1;4.1;3 a 5 anos
371;Paulo Porto;Financeiro;Coordenador;3492.12;2024-10-09;M;23;Solteiro;Ativo;2024;10;9;4;1.6;1 a 3 anos
372;Dra. Isadora Pinto;Financeiro;Assistente;4139.84;2020-02-18;M;58;Casado;Ativo;2020;2;18;1;6.2;Mais de 5 anos
373;Luna Lopes;Financeiro;Coordenador;12301.28;2024-12-16;M;64;Casado;Inativo;2024;12;16;4;1.4;1 a 3 anos
374;João Pedro Costa;Logística;Assistente;11530.52;2018-11-15;F;18;Solteiro;Inativo;2018;11;15;4;7.5;Mais de 5 anos
375;Sr. Lucas Gabriel Gomes;Financeiro;Técnico;7640.47;2022-07-19;F;62;Viúvo;Ativo;2022;7;19;3;3.8;3 a 5 anos
376;Nicole Pereira;RH;Analista;5438.89;2023-08-28;F;61;Casado;Inativo;2023;8;28;3;2.7;1 a 3 anos
377;Sra. Yasmin Araújo;RH;Analista;4440.74;2018-02-25;F;56;Divorciado;Ativo;2018;2;25;1;8.2;Mais de 5 anos
378;Sofia Gonçalves;Vendas;Coordenador;10078.37;2023-03-10;M;29;Viúvo;Inativo;2023;3;10;1;3.2;3 a 5 anos
379;Esther Ferreira;Vendas;Técnico;12145.13;2024-02-04;M;52;Viúvo;Ativo;2024;2;4;1;2.3;1 a 3 anos
380;Sra. Rafaela Nascimento;Produção;Assistente;11688.16;2017-08-18;M;29;Casado;Ativo;2017;8;18;3;8.7;Mais de 5 anos
381;Maria Sophia Santos;Financeiro;Analista;2134.47;2025-02-01;F;55;Divorciado;Ativo;2025;2;1;1;1.3;1 a 3 anos
382;Lavínia Martins;Vendas;Analista;7175.22;2023-04-07;M;39;Casado;Ativo;2023;4;7;2;3.1;3 a 5 anos
383;Dr. Erick Santos;RH;Gerente;9913.66;2023-09-17;M;60;Casado;Inativo;2023;9;17;3;2.6;1 a 3 anos
384;Heloísa Dias;RH;Técnico;9523.11;2017-06-14;M;54;Viúvo;Ativo;2017;6;14;2;8.9;Mais de 5 anos
385;Carolina Novaes;Financeiro;Gerente;14730.98;2020-11-23;F;31;Casado;Ativo;2020;11;23;4;5.5;Mais de 5 anos
386;Gustavo Henrique Fogaça;Produção;Assistente;13690.11;2022-10-25;M;59;Viúvo;Ativo;2022;10;25;4;3.5;3 a 5 anos
387;Lucas Gabriel Costa;Logística;Gerente;8339.2;2020-09-16;M;33;Solteiro;Ativo;2020;9;16;3;5.6;Mais de 5 anos
388;Sra. Maria Eduarda Barros;RH;Assistente;7688.53;2022-04-21;M;58;Divorciado;Ativo;2022;4;21;2;4.1;3 a 5 anos
